"","season","season_week","week_start_date","total_cases","air_temperature","relative_humidity","specific_humidity","precipitation_amount","total_cases1","total_cases2","total_cases3","total_cases4","total_cases5","air_temperature1","air_temperature2","air_temperature3","air_temperature4","air_temperature5","relative_humidity1","relative_humidity2","relative_humidity3","relative_humidity4","relative_humidity5","specific_humidity1","specific_humidity2","specific_humidity3","specific_humidity4","specific_humidity5","precipitation_amount1","precipitation_amount2","precipitation_amount3","precipitation_amount4","precipitation_amount5"
"147","2002/2003",43,"4/23/2003",0,23.5414285714286,97.2771428571429,17.6885714285714,247.6,0,0,0,4,2,24.8428571428572,23.5971428571429,24.9328571428572,24.9271428571429,25.4942857142857,92.5471428571429,95.9928571428571,96.27,93.0142857142857,91.5942857142857,18.1557142857143,17.5342857142857,19.0785714285714,18.2785714285714,18.4842857142857,56.6,43.85,86.23,44.72,44.5
"148","2002/2003",44,"4/30/2003",1,23.3042857142857,96.14,17.2228571428571,59.5,0,0,0,0,4,23.5414285714286,24.8428571428572,23.5971428571429,24.9328571428572,24.9271428571429,97.2771428571429,92.5471428571429,95.9928571428571,96.27,93.0142857142857,17.6885714285714,18.1557142857143,17.5342857142857,19.0785714285714,18.2785714285714,247.6,56.6,43.85,86.23,44.72
"149","2002/2003",45,"5/7/2003",1,21.7728571428572,98.1328571428571,16.0857142857143,95.3,1,0,0,0,0,23.3042857142857,23.5414285714286,24.8428571428572,23.5971428571429,24.9328571428572,96.14,97.2771428571429,92.5471428571429,95.9928571428571,96.27,17.2228571428571,17.6885714285714,18.1557142857143,17.5342857142857,19.0785714285714,59.5,247.6,56.6,43.85,86.23
"150","2002/2003",46,"5/14/2003",1,22.7285714285714,95.8542857142857,16.5157142857143,34.56,1,1,0,0,0,21.7728571428572,23.3042857142857,23.5414285714286,24.8428571428572,23.5971428571429,98.1328571428571,96.14,97.2771428571429,92.5471428571429,95.9928571428571,16.0857142857143,17.2228571428571,17.6885714285714,18.1557142857143,17.5342857142857,95.3,59.5,247.6,56.6,43.85
"151","2002/2003",47,"5/21/2003",1,24.4985714285715,92.4614285714286,17.6185714285714,113.8,1,1,1,0,0,22.7285714285714,21.7728571428572,23.3042857142857,23.5414285714286,24.8428571428572,95.8542857142857,98.1328571428571,96.14,97.2771428571429,92.5471428571429,16.5157142857143,16.0857142857143,17.2228571428571,17.6885714285714,18.1557142857143,34.56,95.3,59.5,247.6,56.6
"152","2002/2003",48,"5/28/2003",1,23.4414285714286,97.6171428571429,17.6514285714286,40.7,1,1,1,1,0,24.4985714285715,22.7285714285714,21.7728571428572,23.3042857142857,23.5414285714286,92.4614285714286,95.8542857142857,98.1328571428571,96.14,97.2771428571429,17.6185714285714,16.5157142857143,16.0857142857143,17.2228571428571,17.6885714285714,113.8,34.56,95.3,59.5,247.6
"153","2002/2003",49,"6/4/2003",2,23.6871428571429,96.2228571428572,17.6685714285714,61.8,1,1,1,1,1,23.4414285714286,24.4985714285715,22.7285714285714,21.7728571428572,23.3042857142857,97.6171428571429,92.4614285714286,95.8542857142857,98.1328571428571,96.14,17.6514285714286,17.6185714285714,16.5157142857143,16.0857142857143,17.2228571428571,40.7,113.8,34.56,95.3,59.5
"154","2002/2003",50,"6/11/2003",3,22.8585714285715,90.0485714285714,15.4771428571429,5.56,2,1,1,1,1,23.6871428571429,23.4414285714286,24.4985714285715,22.7285714285714,21.7728571428572,96.2228571428572,97.6171428571429,92.4614285714286,95.8542857142857,98.1328571428571,17.6685714285714,17.6514285714286,17.6185714285714,16.5157142857143,16.0857142857143,61.8,40.7,113.8,34.56,95.3
"155","2002/2003",51,"6/18/2003",4,22.2371428571429,95.5757142857143,15.9857142857143,38.1,3,2,1,1,1,22.8585714285715,23.6871428571429,23.4414285714286,24.4985714285715,22.7285714285714,90.0485714285714,96.2228571428572,97.6171428571429,92.4614285714286,95.8542857142857,15.4771428571429,17.6685714285714,17.6514285714286,17.6185714285714,16.5157142857143,5.56,61.8,40.7,113.8,34.56
"156","2002/2003",52,"6/25/2003",6,21.9785714285715,94.1271428571429,15.5114285714286,42.5,4,3,2,1,1,22.2371428571429,22.8585714285715,23.6871428571429,23.4414285714286,24.4985714285715,95.5757142857143,90.0485714285714,96.2228571428572,97.6171428571429,92.4614285714286,15.9857142857143,15.4771428571429,17.6685714285714,17.6514285714286,17.6185714285714,38.1,5.56,61.8,40.7,113.8
"157","2003/2004",1,"7/2/2003",2,23.7928571428572,86.6557142857143,15.6185714285714,13.55,6,4,3,2,1,21.9785714285715,22.2371428571429,22.8585714285715,23.6871428571429,23.4414285714286,94.1271428571429,95.5757142857143,90.0485714285714,96.2228571428572,97.6171428571429,15.5114285714286,15.9857142857143,15.4771428571429,17.6685714285714,17.6514285714286,42.5,38.1,5.56,61.8,40.7
"158","2003/2004",2,"7/9/2003",2,23.64,85.6114285714286,15.2971428571429,27.06,2,6,4,3,2,23.7928571428572,21.9785714285715,22.2371428571429,22.8585714285715,23.6871428571429,86.6557142857143,94.1271428571429,95.5757142857143,90.0485714285714,96.2228571428572,15.6185714285714,15.5114285714286,15.9857142857143,15.4771428571429,17.6685714285714,13.55,42.5,38.1,5.56,61.8
"159","2003/2004",3,"7/16/2003",5,23.3357142857143,77.8042857142857,13.5585714285714,6.39,2,2,6,4,3,23.64,23.7928571428572,21.9785714285715,22.2371428571429,22.8585714285715,85.6114285714286,86.6557142857143,94.1271428571429,95.5757142857143,90.0485714285714,15.2971428571429,15.6185714285714,15.5114285714286,15.9857142857143,15.4771428571429,27.06,13.55,42.5,38.1,5.56
"160","2003/2004",4,"7/23/2003",1,23.6728571428572,82.27,14.6857142857143,12,5,2,2,6,4,23.3357142857143,23.64,23.7928571428572,21.9785714285715,22.2371428571429,77.8042857142857,85.6114285714286,86.6557142857143,94.1271428571429,95.5757142857143,13.5585714285714,15.2971428571429,15.6185714285714,15.5114285714286,15.9857142857143,6.39,27.06,13.55,42.5,38.1
"161","2003/2004",5,"7/30/2003",1,24.5085714285714,77.8614285714286,14.5842857142857,6.5,1,5,2,2,6,23.6728571428572,23.3357142857143,23.64,23.7928571428572,21.9785714285715,82.27,77.8042857142857,85.6114285714286,86.6557142857143,94.1271428571429,14.6857142857143,13.5585714285714,15.2971428571429,15.6185714285714,15.5114285714286,12,6.39,27.06,13.55,42.5
"162","2003/2004",6,"8/6/2003",0,24.1885714285715,83.9271428571429,15.5885714285714,21,1,1,5,2,2,24.5085714285714,23.6728571428572,23.3357142857143,23.64,23.7928571428572,77.8614285714286,82.27,77.8042857142857,85.6114285714286,86.6557142857143,14.5842857142857,14.6857142857143,13.5585714285714,15.2971428571429,15.6185714285714,6.5,12,6.39,27.06,13.55
"163","2003/2004",7,"8/13/2003",0,24.2157142857143,81.9428571428571,15.01,35.1,0,1,1,5,2,24.1885714285715,24.5085714285714,23.6728571428572,23.3357142857143,23.64,83.9271428571429,77.8614285714286,82.27,77.8042857142857,85.6114285714286,15.5885714285714,14.5842857142857,14.6857142857143,13.5585714285714,15.2971428571429,21,6.5,12,6.39,27.06
"164","2003/2004",8,"8/20/2003",0,24.7257142857143,85.7257142857143,16.4457142857143,18.03,0,0,1,1,5,24.2157142857143,24.1885714285715,24.5085714285714,23.6728571428572,23.3357142857143,81.9428571428571,83.9271428571429,77.8614285714286,82.27,77.8042857142857,15.01,15.5885714285714,14.5842857142857,14.6857142857143,13.5585714285714,35.1,21,6.5,12,6.39
"165","2003/2004",9,"8/27/2003",0,24.2314285714286,70.9285714285714,12.9471428571429,33.5,0,0,0,1,1,24.7257142857143,24.2157142857143,24.1885714285715,24.5085714285714,23.6728571428572,85.7257142857143,81.9428571428571,83.9271428571429,77.8614285714286,82.27,16.4457142857143,15.01,15.5885714285714,14.5842857142857,14.6857142857143,18.03,35.1,21,6.5,12
"166","2003/2004",10,"9/3/2003",2,25.6814285714286,76.5328571428571,15.4471428571429,6,0,0,0,0,1,24.2314285714286,24.7257142857143,24.2157142857143,24.1885714285715,24.5085714285714,70.9285714285714,85.7257142857143,81.9428571428571,83.9271428571429,77.8614285714286,12.9471428571429,16.4457142857143,15.01,15.5885714285714,14.5842857142857,33.5,18.03,35.1,21,6.5
"167","2003/2004",11,"9/10/2003",0,23.7985714285714,85.03,15.3114285714286,115.2,2,0,0,0,0,25.6814285714286,24.2314285714286,24.7257142857143,24.2157142857143,24.1885714285715,76.5328571428571,70.9285714285714,85.7257142857143,81.9428571428571,83.9271428571429,15.4471428571429,12.9471428571429,16.4457142857143,15.01,15.5885714285714,6,33.5,18.03,35.1,21
"168","2003/2004",12,"9/17/2003",3,24.9942857142857,88.1171428571429,17.2628571428571,53.36,0,2,0,0,0,23.7985714285714,25.6814285714286,24.2314285714286,24.7257142857143,24.2157142857143,85.03,76.5328571428571,70.9285714285714,85.7257142857143,81.9428571428571,15.3114285714286,15.4471428571429,12.9471428571429,16.4457142857143,15.01,115.2,6,33.5,18.03,35.1
"169","2003/2004",13,"9/24/2003",0,26.2071428571429,83.6828571428571,17.4514285714286,253.3,3,0,2,0,0,24.9942857142857,23.7985714285714,25.6814285714286,24.2314285714286,24.7257142857143,88.1171428571429,85.03,76.5328571428571,70.9285714285714,85.7257142857143,17.2628571428571,15.3114285714286,15.4471428571429,12.9471428571429,16.4457142857143,53.36,115.2,6,33.5,18.03
"170","2003/2004",14,"10/1/2003",0,24.7657142857143,92.1657142857143,17.9142857142857,42.5,0,3,0,2,0,26.2071428571429,24.9942857142857,23.7985714285714,25.6814285714286,24.2314285714286,83.6828571428571,88.1171428571429,85.03,76.5328571428571,70.9285714285714,17.4514285714286,17.2628571428571,15.3114285714286,15.4471428571429,12.9471428571429,253.3,53.36,115.2,6,33.5
"171","2003/2004",15,"10/8/2003",0,25.0128571428572,90.3428571428571,17.7971428571429,34.6,0,0,3,0,2,24.7657142857143,26.2071428571429,24.9942857142857,23.7985714285714,25.6814285714286,92.1657142857143,83.6828571428571,88.1171428571429,85.03,76.5328571428571,17.9142857142857,17.4514285714286,17.2628571428571,15.3114285714286,15.4471428571429,42.5,253.3,53.36,115.2,6
"172","2003/2004",16,"10/15/2003",2,25.8071428571429,87.37,17.8957142857143,41.2,0,0,0,3,0,25.0128571428572,24.7657142857143,26.2071428571429,24.9942857142857,23.7985714285714,90.3428571428571,92.1657142857143,83.6828571428571,88.1171428571429,85.03,17.7971428571429,17.9142857142857,17.4514285714286,17.2628571428571,15.3114285714286,34.6,42.5,253.3,53.36,115.2
"173","2003/2004",17,"10/22/2003",2,26.8914285714286,77.7842857142857,16.8728571428571,6.1,2,0,0,0,3,25.8071428571429,25.0128571428572,24.7657142857143,26.2071428571429,24.9942857142857,87.37,90.3428571428571,92.1657142857143,83.6828571428571,88.1171428571429,17.8957142857143,17.7971428571429,17.9142857142857,17.4514285714286,17.2628571428571,41.2,34.6,42.5,253.3,53.36
"174","2003/2004",18,"10/29/2003",3,24.9857142857143,88.48,17.39,85.3,2,2,0,0,0,26.8914285714286,25.8071428571429,25.0128571428572,24.7657142857143,26.2071428571429,77.7842857142857,87.37,90.3428571428571,92.1657142857143,83.6828571428571,16.8728571428571,17.8957142857143,17.7971428571429,17.9142857142857,17.4514285714286,6.1,41.2,34.6,42.5,253.3
"175","2003/2004",19,"11/5/2003",3,25.2171428571429,86.7557142857143,17.2928571428571,36.4,3,2,2,0,0,24.9857142857143,26.8914285714286,25.8071428571429,25.0128571428572,24.7657142857143,88.48,77.7842857142857,87.37,90.3428571428571,92.1657142857143,17.39,16.8728571428571,17.8957142857143,17.7971428571429,17.9142857142857,85.3,6.1,41.2,34.6,42.5
"176","2003/2004",20,"11/12/2003",3,25.5314285714286,90.8828571428571,18.3785714285714,40.8,3,3,2,2,0,25.2171428571429,24.9857142857143,26.8914285714286,25.8071428571429,25.0128571428572,86.7557142857143,88.48,77.7842857142857,87.37,90.3428571428571,17.2928571428571,17.39,16.8728571428571,17.8957142857143,17.7971428571429,36.4,85.3,6.1,41.2,34.6
"177","2003/2004",21,"11/19/2003",1,26.0728571428572,86.9957142857143,18.27,51.4,3,3,3,2,2,25.5314285714286,25.2171428571429,24.9857142857143,26.8914285714286,25.8071428571429,90.8828571428571,86.7557142857143,88.48,77.7842857142857,87.37,18.3785714285714,17.2928571428571,17.39,16.8728571428571,17.8957142857143,40.8,36.4,85.3,6.1,41.2
"178","2003/2004",22,"11/26/2003",2,25.1657142857143,89.2071428571429,17.7457142857143,77.83,1,3,3,3,2,26.0728571428572,25.5314285714286,25.2171428571429,24.9857142857143,26.8914285714286,86.9957142857143,90.8828571428571,86.7557142857143,88.48,77.7842857142857,18.27,18.3785714285714,17.2928571428571,17.39,16.8728571428571,51.4,40.8,36.4,85.3,6.1
"179","2003/2004",23,"12/3/2003",3,25.5357142857143,93.2314285714286,19.1071428571429,178.89,2,1,3,3,3,25.1657142857143,26.0728571428572,25.5314285714286,25.2171428571429,24.9857142857143,89.2071428571429,86.9957142857143,90.8828571428571,86.7557142857143,88.48,17.7457142857143,18.27,18.3785714285714,17.2928571428571,17.39,77.83,51.4,40.8,36.4,85.3
"180","2003/2004",24,"12/10/2003",6,25.0185714285715,93.9171428571428,18.5328571428571,65.04,3,2,1,3,3,25.5357142857143,25.1657142857143,26.0728571428572,25.5314285714286,25.2171428571429,93.2314285714286,89.2071428571429,86.9957142857143,90.8828571428571,86.7557142857143,19.1071428571429,17.7457142857143,18.27,18.3785714285714,17.2928571428571,178.89,77.83,51.4,40.8,36.4
"181","2003/2004",25,"12/17/2003",5,23.1471428571429,96.9371428571429,17.1728571428571,82.68,6,3,2,1,3,25.0185714285715,25.5357142857143,25.1657142857143,26.0728571428572,25.5314285714286,93.9171428571428,93.2314285714286,89.2071428571429,86.9957142857143,90.8828571428571,18.5328571428571,19.1071428571429,17.7457142857143,18.27,18.3785714285714,65.04,178.89,77.83,51.4,40.8
"182","2003/2004",26,"12/24/2003",1,26.2257142857143,84.06,17.4528571428571,28.3,5,6,3,2,1,23.1471428571429,25.0185714285715,25.5357142857143,25.1657142857143,26.0728571428572,96.9371428571429,93.9171428571428,93.2314285714286,89.2071428571429,86.9957142857143,17.1728571428571,18.5328571428571,19.1071428571429,17.7457142857143,18.27,82.68,65.04,178.89,77.83,51.4
"183","2003/2004",27,"1/1/2004",4,24.3014285714286,95.4471428571429,18.1914285714286,48.8,1,5,6,3,2,26.2257142857143,23.1471428571429,25.0185714285715,25.5357142857143,25.1657142857143,84.06,96.9371428571429,93.9171428571428,93.2314285714286,89.2071428571429,17.4528571428571,17.1728571428571,18.5328571428571,19.1071428571429,17.7457142857143,28.3,82.68,65.04,178.89,77.83
"184","2003/2004",28,"1/8/2004",5,24.7828571428572,95.2114285714286,18.6814285714286,63.2,4,1,5,6,3,24.3014285714286,26.2257142857143,23.1471428571429,25.0185714285715,25.5357142857143,95.4471428571429,84.06,96.9371428571429,93.9171428571428,93.2314285714286,18.1914285714286,17.4528571428571,17.1728571428571,18.5328571428571,19.1071428571429,48.8,28.3,82.68,65.04,178.89
"185","2003/2004",29,"1/15/2004",8,26.6714285714286,81.4285714285714,17.3828571428571,18.5,5,4,1,5,6,24.7828571428572,24.3014285714286,26.2257142857143,23.1471428571429,25.0185714285715,95.2114285714286,95.4471428571429,84.06,96.9371428571429,93.9171428571428,18.6814285714286,18.1914285714286,17.4528571428571,17.1728571428571,18.5328571428571,63.2,48.8,28.3,82.68,65.04
"186","2003/2004",30,"1/22/2004",5,27.8942857142857,63.03,14.22,0,8,5,4,1,5,26.6714285714286,24.7828571428572,24.3014285714286,26.2257142857143,23.1471428571429,81.4285714285714,95.2114285714286,95.4471428571429,84.06,96.9371428571429,17.3828571428571,18.6814285714286,18.1914285714286,17.4528571428571,17.1728571428571,18.5,63.2,48.8,28.3,82.68
"187","2003/2004",31,"1/29/2004",2,26.1657142857143,76.3914285714286,15.8271428571429,9.06,5,8,5,4,1,27.8942857142857,26.6714285714286,24.7828571428572,24.3014285714286,26.2257142857143,63.03,81.4285714285714,95.2114285714286,95.4471428571429,84.06,14.22,17.3828571428571,18.6814285714286,18.1914285714286,17.4528571428571,0,18.5,63.2,48.8,28.3
"188","2003/2004",32,"2/5/2004",3,25.1114285714286,86.9985714285714,17.1828571428571,33.8,2,5,8,5,4,26.1657142857143,27.8942857142857,26.6714285714286,24.7828571428572,24.3014285714286,76.3914285714286,63.03,81.4285714285714,95.2114285714286,95.4471428571429,15.8271428571429,14.22,17.3828571428571,18.6814285714286,18.1914285714286,9.06,0,18.5,63.2,48.8
"189","2003/2004",33,"2/12/2004",3,25.3557142857143,86.4742857142857,17.3085714285714,43.94,3,2,5,8,5,25.1114285714286,26.1657142857143,27.8942857142857,26.6714285714286,24.7828571428572,86.9985714285714,76.3914285714286,63.03,81.4285714285714,95.2114285714286,17.1828571428571,15.8271428571429,14.22,17.3828571428571,18.6814285714286,33.8,9.06,0,18.5,63.2
"190","2003/2004",34,"2/19/2004",1,24.2657142857143,94.1571428571429,17.82,80.83,3,3,2,5,8,25.3557142857143,25.1114285714286,26.1657142857143,27.8942857142857,26.6714285714286,86.4742857142857,86.9985714285714,76.3914285714286,63.03,81.4285714285714,17.3085714285714,17.1828571428571,15.8271428571429,14.22,17.3828571428571,43.94,33.8,9.06,0,18.5
"191","2003/2004",35,"2/26/2004",6,24.7442857142857,93.0185714285714,18.0485714285714,40.51,1,3,3,2,5,24.2657142857143,25.3557142857143,25.1114285714286,26.1657142857143,27.8942857142857,94.1571428571429,86.4742857142857,86.9985714285714,76.3914285714286,63.03,17.82,17.3085714285714,17.1828571428571,15.8271428571429,14.22,80.83,43.94,33.8,9.06,0
"192","2003/2004",36,"3/4/2004",4,23.8442857142857,96.4128571428571,17.9,87.86,6,1,3,3,2,24.7442857142857,24.2657142857143,25.3557142857143,25.1114285714286,26.1657142857143,93.0185714285714,94.1571428571429,86.4742857142857,86.9985714285714,76.3914285714286,18.0485714285714,17.82,17.3085714285714,17.1828571428571,15.8271428571429,40.51,80.83,43.94,33.8,9.06
"193","2003/2004",37,"3/11/2004",1,24.4042857142857,94.0914285714286,17.9614285714286,93.5,4,6,1,3,3,23.8442857142857,24.7442857142857,24.2657142857143,25.3557142857143,25.1114285714286,96.4128571428571,93.0185714285714,94.1571428571429,86.4742857142857,86.9985714285714,17.9,18.0485714285714,17.82,17.3085714285714,17.1828571428571,87.86,40.51,80.83,43.94,33.8
"194","2003/2004",38,"3/18/2004",2,24.4085714285715,96.4828571428571,18.5614285714286,69.8,1,4,6,1,3,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,25.3557142857143,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,86.4742857142857,17.9614285714286,17.9,18.0485714285714,17.82,17.3085714285714,93.5,87.86,40.51,80.83,43.94
"195","2003/2004",39,"3/25/2004",3,24.1057142857143,97.5328571428571,18.4571428571429,82.5,2,1,4,6,1,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,18.5614285714286,17.9614285714286,17.9,18.0485714285714,17.82,69.8,93.5,87.86,40.51,80.83
"196","2003/2004",40,"4/1/2004",1,24.5657142857143,93.9214285714286,18.1314285714286,117.69,3,2,1,4,6,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,18.4571428571429,18.5614285714286,17.9614285714286,17.9,18.0485714285714,82.5,69.8,93.5,87.86,40.51
"197","2003/2004",41,"4/8/2004",8,25.33,95.4385714285714,19.3028571428571,87.9,1,3,2,1,4,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,18.1314285714286,18.4571428571429,18.5614285714286,17.9614285714286,17.9,117.69,82.5,69.8,93.5,87.86
"198","2003/2004",42,"4/15/2004",4,24.57,94.7057142857143,18.3214285714286,88.3,8,1,3,2,1,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,19.3028571428571,18.1314285714286,18.4571428571429,18.5614285714286,17.9614285714286,87.9,117.69,82.5,69.8,93.5
"199","2003/2004",43,"4/22/2004",6,23.7628571428572,97.29,17.98,118.67,4,8,1,3,2,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,18.3214285714286,19.3028571428571,18.1314285714286,18.4571428571429,18.5614285714286,88.3,87.9,117.69,82.5,69.8
"200","2003/2004",44,"4/29/2004",7,24.8571428571429,95.2771428571429,18.7542857142857,71.32,6,4,8,1,3,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,17.98,18.3214285714286,19.3028571428571,18.1314285714286,18.4571428571429,118.67,88.3,87.9,117.69,82.5
"201","2003/2004",45,"5/6/2004",5,23.4471428571429,91.1657142857143,16.3257142857143,20.2,7,6,4,8,1,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,18.7542857142857,17.98,18.3214285714286,19.3028571428571,18.1314285714286,71.32,118.67,88.3,87.9,117.69
"202","2003/2004",46,"5/13/2004",8,24.0785714285714,94.0628571428571,17.6071428571429,89.4,5,7,6,4,8,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,16.3257142857143,18.7542857142857,17.98,18.3214285714286,19.3028571428571,20.2,71.32,118.67,88.3,87.9
"203","2003/2004",47,"5/20/2004",6,24.2028571428572,92.8042857142857,17.3314285714286,40.1,8,5,7,6,4,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,17.6071428571429,16.3257142857143,18.7542857142857,17.98,18.3214285714286,89.4,20.2,71.32,118.67,88.3
"204","2003/2004",48,"5/27/2004",5,23.1028571428572,96.5285714285714,17.0628571428571,45.83,6,8,5,7,6,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,17.3314285714286,17.6071428571429,16.3257142857143,18.7542857142857,17.98,40.1,89.4,20.2,71.32,118.67
"205","2003/2004",49,"6/3/2004",6,22.4828571428572,95.1614285714286,16.1442857142857,34.29,5,6,8,5,7,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,17.0628571428571,17.3314285714286,17.6071428571429,16.3257142857143,18.7542857142857,45.83,40.1,89.4,20.2,71.32
"206","2003/2004",50,"6/10/2004",6,23.1271428571429,90.1485714285714,15.8414285714286,26.1,6,5,6,8,5,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,16.1442857142857,17.0628571428571,17.3314285714286,17.6071428571429,16.3257142857143,34.29,45.83,40.1,89.4,20.2
"207","2003/2004",51,"6/17/2004",13,22.47,92.6557142857143,15.6385714285714,39.9,6,6,5,6,8,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,15.8414285714286,16.1442857142857,17.0628571428571,17.3314285714286,17.6071428571429,26.1,34.29,45.83,40.1,89.4
"208","2003/2004",52,"6/24/2004",2,23.2271428571429,94.15,16.6714285714286,41.9,13,6,6,5,6,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,15.6385714285714,15.8414285714286,16.1442857142857,17.0628571428571,17.3314285714286,39.9,26.1,34.29,45.83,40.1
"209","2004/2005",1,"7/1/2004",10,23.4214285714286,89.1157142857143,15.7528571428571,12.67,2,13,6,6,5,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,16.6714285714286,15.6385714285714,15.8414285714286,16.1442857142857,17.0628571428571,41.9,39.9,26.1,34.29,45.83
"210","2004/2005",2,"7/8/2004",3,24.4042857142857,88.1914285714286,16.6557142857143,30.18,10,2,13,6,6,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,15.7528571428571,16.6714285714286,15.6385714285714,15.8414285714286,16.1442857142857,12.67,41.9,39.9,26.1,34.29
"211","2004/2005",3,"7/15/2004",12,23.4757142857143,89.3428571428571,15.8457142857143,21.17,3,10,2,13,6,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,16.6557142857143,15.7528571428571,16.6714285714286,15.6385714285714,15.8414285714286,30.18,12.67,41.9,39.9,26.1
"212","2004/2005",4,"7/22/2004",7,23.0471428571429,92.2171428571429,16.1242857142857,24.05,12,3,10,2,13,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,15.8457142857143,16.6557142857143,15.7528571428571,16.6714285714286,15.6385714285714,21.17,30.18,12.67,41.9,39.9
"213","2004/2005",5,"7/29/2004",6,24.3571428571429,76.7671428571429,14.0942857142857,0.9,7,12,3,10,2,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,16.1242857142857,15.8457142857143,16.6557142857143,15.7528571428571,16.6714285714286,24.05,21.17,30.18,12.67,41.9
"214","2004/2005",6,"8/5/2004",5,23.55,78.0628571428571,13.7428571428571,4.1,6,7,12,3,10,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,14.0942857142857,16.1242857142857,15.8457142857143,16.6557142857143,15.7528571428571,0.9,24.05,21.17,30.18,12.67
"215","2004/2005",7,"8/12/2004",6,24.7314285714286,83.4685714285714,16.15,23.3,5,6,7,12,3,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,13.7428571428571,14.0942857142857,16.1242857142857,15.8457142857143,16.6557142857143,4.1,0.9,24.05,21.17,30.18
"216","2004/2005",8,"8/19/2004",6,24.7457142857143,82.62,15.66,16.79,6,5,6,7,12,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,16.15,13.7428571428571,14.0942857142857,16.1242857142857,15.8457142857143,23.3,4.1,0.9,24.05,21.17
"217","2004/2005",9,"8/26/2004",6,25.1957142857143,85.2,16.71,36.9,6,6,5,6,7,24.7457142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,82.62,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,15.66,16.15,13.7428571428571,14.0942857142857,16.1242857142857,16.79,23.3,4.1,0.9,24.05
"218","2004/2005",10,"9/2/2004",8,25.2514285714286,89.0142857142857,17.6942857142857,37.9,6,6,6,5,6,25.1957142857143,24.7457142857143,24.7314285714286,23.55,24.3571428571429,85.2,82.62,83.4685714285714,78.0628571428571,76.7671428571429,16.71,15.66,16.15,13.7428571428571,14.0942857142857,36.9,16.79,23.3,4.1,0.9
