"","X","...1","season","season_week","week_start_date","total_cases","air_temperature","relative_humidity","specific_humidity","precipitation_amount","DTR","total_cases1","total_cases2","total_cases3","total_cases4","total_cases5","air_temperature1","air_temperature2","air_temperature3","air_temperature4","air_temperature5","relative_humidity1","relative_humidity2","relative_humidity3","relative_humidity4","relative_humidity5","specific_humidity1","specific_humidity2","specific_humidity3","specific_humidity4","specific_humidity5","precipitation_amount1","precipitation_amount2","precipitation_amount3","precipitation_amount4","precipitation_amount5","DTR1","DTR2","DTR3","DTR4","DTR5","precipitation_amount6","precipitation_amount7","precipitation_amount8","precipitation_amount9","precipitation_amount10","precipitation_amount11","precipitation_amount12","total_cases6","total_cases7","total_cases8","total_cases9","total_cases10","total_cases11","total_cases12","total_cases13","total_cases14","total_cases15","total_cases16","total_cases17","total_cases18","total_cases19","total_cases20","relative_humidity6","relative_humidity7","relative_humidity8","relative_humidity9","relative_humidity10","relative_humidity11","relative_humidity12","relative_humidity13","relative_humidity14","relative_humidity15","relative_humidity16","relative_humidity17","relative_humidity18","relative_humidity19","relative_humidity20","air_temperature6","air_temperature7","air_temperature8","air_temperature9","air_temperature10","air_temperature11","air_temperature12","air_temperature13","air_temperature14","air_temperature15","air_temperature16","air_temperature17","air_temperature18","air_temperature19","air_temperature20","DTR6","DTR7","DTR8","DTR9","DTR10","DTR11","DTR12","DTR13","DTR14","DTR15","DTR16","DTR17","DTR18","DTR19","DTR20","precipitation_amount13","precipitation_amount14","precipitation_amount15","precipitation_amount16","precipitation_amount17","precipitation_amount18","precipitation_amount19","precipitation_amount20"
"207",207,207,"2003/2004",51,"6/17/2004",13,22.47,92.6557142857143,15.6385714285714,39.9,8.02857142857143,6,6,5,6,8,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,15.8414285714286,16.1442857142857,17.0628571428571,17.3314285714286,17.6071428571429,26.1,34.29,45.83,40.1,89.4,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,20.2,71.32,118.67,88.3,87.9,117.69,82.5,8,7,6,4,8,1,3,2,1,4,6,1,3,3,2,94.0628571428571,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,86.4742857142857,86.9985714285714,76.3914285714286,24.0785714285714,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,25.3557142857143,25.1114285714286,26.1657142857143,8.62857142857144,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,7.7,7.88571428571429,10.6428571428571,8.54285714285714,12.9285714285714,69.8,93.5,87.86,40.51,80.83,43.94,33.8,9.06
"208",208,208,"2003/2004",52,"6/24/2004",2,23.2271428571429,94.15,16.6714285714286,41.9,8.95714285714286,13,6,6,5,6,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,15.6385714285714,15.8414285714286,16.1442857142857,17.0628571428571,17.3314285714286,39.9,26.1,34.29,45.83,40.1,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,89.4,20.2,71.32,118.67,88.3,87.9,117.69,6,5,7,6,4,8,1,3,2,1,4,6,1,3,3,92.8042857142857,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,86.4742857142857,86.9985714285714,24.2028571428572,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,25.3557142857143,25.1114285714286,9.27142857142857,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,7.7,7.88571428571429,10.6428571428571,8.54285714285714,82.5,69.8,93.5,87.86,40.51,80.83,43.94,33.8
"209",209,209,"2004/2005",1,"7/1/2004",10,23.4214285714286,89.1157142857143,15.7528571428571,12.67,9.58571428571429,2,13,6,6,5,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,16.6714285714286,15.6385714285714,15.8414285714286,16.1442857142857,17.0628571428571,41.9,39.9,26.1,34.29,45.83,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,40.1,89.4,20.2,71.32,118.67,88.3,87.9,5,8,5,7,6,4,8,1,3,2,1,4,6,1,3,96.5285714285714,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,86.4742857142857,23.1028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,25.3557142857143,7.2,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,7.7,7.88571428571429,10.6428571428571,117.69,82.5,69.8,93.5,87.86,40.51,80.83,43.94
"210",210,210,"2004/2005",2,"7/8/2004",3,24.4042857142857,88.1914285714286,16.6557142857143,30.18,10.6714285714286,10,2,13,6,6,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,15.7528571428571,16.6714285714286,15.6385714285714,15.8414285714286,16.1442857142857,12.67,41.9,39.9,26.1,34.29,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,45.83,40.1,89.4,20.2,71.32,118.67,88.3,6,6,8,5,7,6,4,8,1,3,2,1,4,6,1,95.1614285714286,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,94.1571428571429,22.4828571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,24.2657142857143,5.38571428571428,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,7.7,7.88571428571429,87.9,117.69,82.5,69.8,93.5,87.86,40.51,80.83
"211",211,211,"2004/2005",3,"7/15/2004",12,23.4757142857143,89.3428571428571,15.8457142857143,21.17,10.4428571428571,3,10,2,13,6,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,16.6557142857143,15.7528571428571,16.6714285714286,15.6385714285714,15.8414285714286,30.18,12.67,41.9,39.9,26.1,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,34.29,45.83,40.1,89.4,20.2,71.32,118.67,6,5,6,8,5,7,6,4,8,1,3,2,1,4,6,90.1485714285714,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,93.0185714285714,23.1271428571429,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,24.7442857142857,9.01428571428571,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,7.7,88.3,87.9,117.69,82.5,69.8,93.5,87.86,40.51
"212",212,212,"2004/2005",4,"7/22/2004",7,23.0471428571429,92.2171428571429,16.1242857142857,24.05,8.37142857142858,12,3,10,2,13,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,15.8457142857143,16.6557142857143,15.7528571428571,16.6714285714286,15.6385714285714,21.17,30.18,12.67,41.9,39.9,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,26.1,34.29,45.83,40.1,89.4,20.2,71.32,13,6,5,6,8,5,7,6,4,8,1,3,2,1,4,92.6557142857143,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,96.4128571428571,22.47,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,23.8442857142857,8.02857142857143,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,6.78571428571428,118.67,88.3,87.9,117.69,82.5,69.8,93.5,87.86
"213",213,213,"2004/2005",5,"7/29/2004",6,24.3571428571429,76.7671428571429,14.0942857142857,0.9,13.3714285714286,7,12,3,10,2,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,16.1242857142857,15.8457142857143,16.6557142857143,15.7528571428571,16.6714285714286,24.05,21.17,30.18,12.67,41.9,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,39.9,26.1,34.29,45.83,40.1,89.4,20.2,2,6,6,5,6,8,5,7,6,4,8,1,3,2,1,94.15,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,94.0914285714286,23.2271428571429,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,24.4042857142857,8.95714285714286,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,8.10000000000001,71.32,118.67,88.3,87.9,117.69,82.5,69.8,93.5
"214",214,214,"2004/2005",6,"8/5/2004",5,23.55,78.0628571428571,13.7428571428571,4.1,12.6428571428571,6,7,12,3,10,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,14.0942857142857,16.1242857142857,15.8457142857143,16.6557142857143,15.7528571428571,0.9,24.05,21.17,30.18,12.67,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,41.9,39.9,26.1,34.29,45.83,40.1,89.4,10,13,6,6,5,6,8,5,7,6,4,8,1,3,2,89.1157142857143,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,96.4828571428571,23.4214285714286,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,24.4085714285715,9.58571428571429,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,6.05714285714285,20.2,71.32,118.67,88.3,87.9,117.69,82.5,69.8
"215",215,215,"2004/2005",7,"8/12/2004",6,24.7314285714286,83.4685714285714,16.15,23.3,13.1428571428572,5,6,7,12,3,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,13.7428571428571,14.0942857142857,16.1242857142857,15.8457142857143,16.6557142857143,4.1,0.9,24.05,21.17,30.18,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,12.67,41.9,39.9,26.1,34.29,45.83,40.1,3,2,13,6,6,5,6,8,5,7,6,4,8,1,3,88.1914285714286,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,97.5328571428571,24.4042857142857,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,24.1057142857143,10.6714285714286,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,5.91428571428572,89.4,20.2,71.32,118.67,88.3,87.9,117.69,82.5
"216",216,216,"2004/2005",8,"8/19/2004",6,24.7457142857143,82.62,15.66,16.79,12.2285714285714,6,5,6,7,12,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,16.15,13.7428571428571,14.0942857142857,16.1242857142857,15.8457142857143,23.3,4.1,0.9,24.05,21.17,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,30.18,12.67,41.9,39.9,26.1,34.29,45.83,12,10,2,13,6,6,5,6,8,5,7,6,4,8,1,89.3428571428571,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,93.9214285714286,23.4757142857143,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,24.5657142857143,10.4428571428571,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,7.21428571428572,40.1,89.4,20.2,71.32,118.67,88.3,87.9,117.69
"217",217,217,"2004/2005",9,"8/26/2004",6,25.1957142857143,85.2,16.71,36.9,11.6571428571429,6,6,5,6,7,24.7457142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,82.62,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,15.66,16.15,13.7428571428571,14.0942857142857,16.1242857142857,16.79,23.3,4.1,0.9,24.05,12.2285714285714,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,21.17,30.18,12.67,41.9,39.9,26.1,34.29,7,3,10,2,13,6,6,5,6,8,5,7,6,4,8,92.2171428571429,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,95.4385714285714,23.0471428571429,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,25.33,8.37142857142858,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,7.15714285714284,45.83,40.1,89.4,20.2,71.32,118.67,88.3,87.9
"218",218,218,"2004/2005",10,"9/2/2004",8,25.2514285714286,89.0142857142857,17.6942857142857,37.9,10.2285714285714,6,6,6,5,6,25.1957142857143,24.7457142857143,24.7314285714286,23.55,24.3571428571429,85.2,82.62,83.4685714285714,78.0628571428571,76.7671428571429,16.71,15.66,16.15,13.7428571428571,14.0942857142857,36.9,16.79,23.3,4.1,0.9,11.6571428571429,12.2285714285714,13.1428571428572,12.6428571428571,13.3714285714286,24.05,21.17,30.18,12.67,41.9,39.9,26.1,6,12,3,10,2,13,6,6,5,6,8,5,7,6,4,76.7671428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,94.7057142857143,24.3571428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,24.57,13.3714285714286,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,5.97142857142857,34.29,45.83,40.1,89.4,20.2,71.32,118.67,88.3
"219",219,219,"2004/2005",11,"9/9/2004",6,24.4571428571429,89.28,16.9028571428571,53.9,9.27142857142858,8,6,6,6,5,25.2514285714286,25.1957142857143,24.7457142857143,24.7314285714286,23.55,89.0142857142857,85.2,82.62,83.4685714285714,78.0628571428571,17.6942857142857,16.71,15.66,16.15,13.7428571428571,37.9,36.9,16.79,23.3,4.1,10.2285714285714,11.6571428571429,12.2285714285714,13.1428571428572,12.6428571428571,0.9,24.05,21.17,30.18,12.67,41.9,39.9,5,7,12,3,10,2,13,6,6,5,6,8,5,7,6,78.0628571428571,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,97.29,23.55,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,23.7628571428572,12.6428571428571,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,5.71428571428572,26.1,34.29,45.83,40.1,89.4,20.2,71.32,118.67
"220",220,220,"2004/2005",12,"9/16/2004",9,25.91,80.3071428571429,16.62,9.52,13.3571428571429,6,8,6,6,6,24.4571428571429,25.2514285714286,25.1957142857143,24.7457142857143,24.7314285714286,89.28,89.0142857142857,85.2,82.62,83.4685714285714,16.9028571428571,17.6942857142857,16.71,15.66,16.15,53.9,37.9,36.9,16.79,23.3,9.27142857142858,10.2285714285714,11.6571428571429,12.2285714285714,13.1428571428572,4.1,0.9,24.05,21.17,30.18,12.67,41.9,6,6,7,12,3,10,2,13,6,6,5,6,8,5,7,83.4685714285714,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,95.2771428571429,24.7314285714286,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,24.8571428571429,13.1428571428572,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,7.87142857142857,39.9,26.1,34.29,45.83,40.1,89.4,20.2,71.32
"221",221,221,"2004/2005",13,"9/23/2004",12,25.3585714285715,87.9957142857143,17.6728571428571,90.7,9.08571428571427,9,6,8,6,6,25.91,24.4571428571429,25.2514285714286,25.1957142857143,24.7457142857143,80.3071428571429,89.28,89.0142857142857,85.2,82.62,16.62,16.9028571428571,17.6942857142857,16.71,15.66,9.52,53.9,37.9,36.9,16.79,13.3571428571429,9.27142857142858,10.2285714285714,11.6571428571429,12.2285714285714,23.3,4.1,0.9,24.05,21.17,30.18,12.67,6,5,6,7,12,3,10,2,13,6,6,5,6,8,5,82.62,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,91.1657142857143,24.7457142857143,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,23.4471428571429,12.2285714285714,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,7.9142857142857,41.9,39.9,26.1,34.29,45.83,40.1,89.4,20.2
"222",222,222,"2004/2005",14,"9/30/2004",19,24.5585714285715,89.4657142857143,17.1457142857143,35.1,10.2571428571429,12,9,6,8,6,25.3585714285715,25.91,24.4571428571429,25.2514285714286,25.1957142857143,87.9957142857143,80.3071428571429,89.28,89.0142857142857,85.2,17.6728571428571,16.62,16.9028571428571,17.6942857142857,16.71,90.7,9.52,53.9,37.9,36.9,9.08571428571427,13.3571428571429,9.27142857142858,10.2285714285714,11.6571428571429,16.79,23.3,4.1,0.9,24.05,21.17,30.18,6,6,5,6,7,12,3,10,2,13,6,6,5,6,8,85.2,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,94.0628571428571,25.1957142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,24.0785714285714,11.6571428571429,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,8.62857142857144,12.67,41.9,39.9,26.1,34.29,45.83,40.1,89.4
"223",223,223,"2004/2005",15,"10/7/2004",8,25.24,91.2685714285714,18.1571428571429,37.5,9.57142857142856,19,12,9,6,8,24.5585714285715,25.3585714285715,25.91,24.4571428571429,25.2514285714286,89.4657142857143,87.9957142857143,80.3071428571429,89.28,89.0142857142857,17.1457142857143,17.6728571428571,16.62,16.9028571428571,17.6942857142857,35.1,90.7,9.52,53.9,37.9,10.2571428571429,9.08571428571427,13.3571428571429,9.27142857142858,10.2285714285714,36.9,16.79,23.3,4.1,0.9,24.05,21.17,8,6,6,5,6,7,12,3,10,2,13,6,6,5,6,89.0142857142857,82.62,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,92.8042857142857,25.2514285714286,24.7457142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,24.2028571428572,10.2285714285714,12.2285714285714,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,9.27142857142857,30.18,12.67,41.9,39.9,26.1,34.29,45.83,40.1
"224",224,224,"2004/2005",16,"10/14/2004",16,26.3557142857143,82.96,17.5714285714286,25.4,14.0285714285714,8,19,12,9,6,25.24,24.5585714285715,25.3585714285715,25.91,24.4571428571429,91.2685714285714,89.4657142857143,87.9957142857143,80.3071428571429,89.28,18.1571428571429,17.1457142857143,17.6728571428571,16.62,16.9028571428571,37.5,35.1,90.7,9.52,53.9,9.57142857142856,10.2571428571429,9.08571428571427,13.3571428571429,9.27142857142858,37.9,36.9,16.79,23.3,4.1,0.9,24.05,6,6,6,6,5,6,7,12,3,10,2,13,6,6,5,89.28,85.2,82.62,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,96.5285714285714,24.4571428571429,25.1957142857143,24.7457142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,23.1028571428572,9.27142857142858,11.6571428571429,12.2285714285714,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,7.2,21.17,30.18,12.67,41.9,39.9,26.1,34.29,45.83
"225",225,225,"2004/2005",17,"10/21/2004",21,25.7928571428572,86.5171428571429,17.6071428571429,44.1,11.3142857142857,16,8,19,12,9,26.3557142857143,25.24,24.5585714285715,25.3585714285715,25.91,82.96,91.2685714285714,89.4657142857143,87.9957142857143,80.3071428571429,17.5714285714286,18.1571428571429,17.1457142857143,17.6728571428571,16.62,25.4,37.5,35.1,90.7,9.52,14.0285714285714,9.57142857142856,10.2571428571429,9.08571428571427,13.3571428571429,53.9,37.9,36.9,16.79,23.3,4.1,0.9,9,8,6,6,6,5,6,7,12,3,10,2,13,6,6,80.3071428571429,89.0142857142857,85.2,82.62,83.4685714285714,78.0628571428571,76.7671428571429,92.2171428571429,89.3428571428571,88.1914285714286,89.1157142857143,94.15,92.6557142857143,90.1485714285714,95.1614285714286,25.91,25.2514285714286,25.1957142857143,24.7457142857143,24.7314285714286,23.55,24.3571428571429,23.0471428571429,23.4757142857143,24.4042857142857,23.4214285714286,23.2271428571429,22.47,23.1271428571429,22.4828571428572,13.3571428571429,10.2285714285714,11.6571428571429,12.2285714285714,13.1428571428572,12.6428571428571,13.3714285714286,8.37142857142858,10.4428571428571,10.6714285714286,9.58571428571429,8.95714285714286,8.02857142857143,9.01428571428571,5.38571428571428,24.05,21.17,30.18,12.67,41.9,39.9,26.1,34.29
